c5	c1	c2	c3	c4	c6	c7	c8	c9	c10	c75	c132	c134	c136	c138	c139	c140	c141	c144	c145	c147	c149	c151	c152	c153	c155	c157	c160	c162	c203	c204	c214	c233	c234	c790	c22	c23	c24	c25	c26	c27	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c102	c104	c106	c108	c110	c112	c113	c114	c115	c117	c118	c143	c240	c241	c242	c243	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c76	c250	c205	c206	c207	c208	c210	c41	c43	c45	c47	c49	c50	c52	c53	c54	c55	c56	c57	c58	c59	c119	c120	c121	c122	c126	c127	c128	c129	c130	c78	c80	c82	c84	c86	c88	c90	c92	c94	c96	c98	c100	c111	c123	c124	c125	c184	c192	c244	c40	c44	c46	c48	c51	c77	c79	c81	c83	c85	c87	c89	c91	c93	c95	c97	c99	c101	c103	c105	c107	c109	c131	c133	c135	c137	c146	c148	c150	c154	c156	c158	c161	c163	c183	c191	c229	c230	end_of_record
20120531010379I	I	091	   	 	2012	05	31	20120531	1045	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	204256	01037	 	 	 	 	701DS	SMALL 	LONG EZ     	      	        	  	EXPT	569  	* 	  	LYCOMI	0-320 SERIES 	      	        	  	     	EA	EA21	VA	NORFOLK        	NORFOLK INTL                  		ORF 																ORF 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120629				20170630	01	N						350  		10   	500  				UPON LANDING ON RUNWAY 5, EXPERIENCED A GEAR PROBLEM.  PILOT STATED HE EXPERIENCED A NOSE WHEEL SHIMMY.  NOSE LANDI	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120531010499I	I	121	   	 	2012	05	31	20120531	0741	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	204268	01049	 	 	 	 	935AE	EMBRAE	EMB-145LR   	      	        	  	STRD	17982	* 	  	ROLLS-	AE3007 SER   	      	        	  	     	GL	GL31	IL	CHICAGO        	CHICAGO O'HARE INTERNATIONAL A		ORD 																ORD 					53 	50 	0 	0 	2 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0  	0  	20120629				20120629		N													AMERICAN EAGLE FLIGHT 4069 EXPERIENCED TWO MECHANICAL IRREGULARITIES AS IT DEPARTED ORD.  THE CAPTAIN DECLARED AN E	AMERICAN EAGLE                	  	SIMA	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	S	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20120531010569A	A	091	   	 	2012	05	31	20120531	1550	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	204275	01056	 	 	 	 	808WW	WALTER	RV-8        	      	        	  	EXPT		* 	  	SUPERI	IO-360       	      	        	  	     	GL	GL15	MN	HUTCHINSON     																								2  	1  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20120629				20170630	03	N						170  		35   	850  				AIRCRAFT LANDED ON RUNWAY 33, SLIGHTLY BEYOND TAKIWAY C, AT APPROXIMATELY 2200 FEET.  PILOT THEN RAN OFF THE RIGHT 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	S	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20120604010449A	A	091	   	 	2012	06	04	20120604	1400	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	CV	  	  	204263	01044	 	 	 	 	88095	BELLAN	8GCBC       	      	        	  	STRD		* 	  	LYCOMI	O&VO-360 SER 	      	        	  	     	GL	GL21	ND	CROSBY         																								1  	0  	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1  	0  	20120629				20120629	XX	Y									15   				WITNESSES STATED PILOT WAS FLYING LOW AND MANEUVERING BETWEEN THE GRAVEL PILES OF A GRAVEL PIT ADJACENT TO THE CRAS	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	MN	D	 	   	 	 	 	 	 	 	STUDENT             	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Maneuver            	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    	19780701		 
20120604010469A	A	091	   	 	2012	06	04	20120604	1215	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	204265	01046	 	 	 	 	2434M	PIPER 	PA-28-181   	      	        	  	STRD	6705 	* 	  	LYCOMI	O&VO-360 SER 	      	        	  	     	GL	GL25	OH	PUT IN BAY     	PUT-IN-BAY                    		K3W2																K3W2					4  	3  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120629				20170630	01	N						250  		7    	1100 				AFTER TWO FAILED ATTEMPTS TO LAND AT PUT IN BAY, AIRMAN MADE CONTACT WITH THE RUNWAYON THE SECOND LANDING ATTEMPT, 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120605010539I	I	091	   	 	2012	06	05	20120605	1215	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	204272	01053	 	 	 	 	4216B	BEECH 	F35         	      	        	  	STRD		* 	  	CONT M	E225 SERIES  	      	        	  	     	GL	GL03	IL	SCHAUMBURG     	SCHAUMBURG RGNL               		06C 																06C 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120629				20120629		N													AFTER DEPARTURE THE NOSE GEAR DID NOT RETRACT PROPERLY.  THE PILOT RETURNED TO POINT OF DEPARTURE AND EXTENDED THE 	N/A                           	  	    	           	  	    	      	                    	32	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	3220                	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120519010989I	I	091	   	 	2012	05	19	20120519	0830	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	204317	01098	 	 	 	 	4662J	PIPER 	PA-28R-180  	      	        	  	STRD	3500 	* 	  	LYCOMI	I0360 SER    	      	        	  	     	WP	WP19	NV	JEAN           	JEAN                          		OL7 																OL7 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120707			20120910	20170531	01	N						500  		50   	3500 				THIS PRIVATE PILOT, ON A VFR FLIGHT FROM ROY WILLIAMS AIRPORT, CA (L80) LANDED ON RWY 02L, AT JEAN AIRPORT, NV OL7.	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120626010919A	A	091	   	 	2012	06	26	20120626	1215	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	SD	  	  	204310	01091	 	 	 	 	488MC	SCHWEI	TH55A/269A  	      	        	  	STRD	11666	* 	  	LYCOMI	I0360 SER    	      	        	  	     	CE	CE01	IA	GRINNELL       	GRINNELL RGNL                 		GGI 			41 42N	09244W												GGI 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120706				20170630	F9	N						47   		27   	8718 				ON JUNE 26, 2012, ^PRIVACY DATA OMITTED^ DEPARTED NEW SHARON IN N488MC, ENROUTE TO GGI WITH A PASSENGER.  APPROXIMA	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	HR	S	 	   	 	 	 	 	 	 	A/LINE TRANSPORT PLT	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Hover/Holding       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Skids                         	                    	                    	                    	                    			 
20120617010909A	A	091	   	 	2012	06	17	20120617	0715	9	 	 	 	 	 	 	   	1B00	1	B	0	0 	    	 	 	OT	  	  	204309	01090	 	 	 	 	9005E	NATION	858         	      	        	  	STRD		* 	  	NONE  	NONE         	N/A   	        	  	     	CE	CE09	NE	PIERCE         																								3  	2  	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20120706				20170630	03	N						210  		4    	219  				N9005E, CARRYING TWO PASSENGERS AND THE PILOT, DEPARTED NORFOLK (OFK) AIRPORT AS PART OF A BALLOON FESTIVAL IN CONJ	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	N	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	LIGHTR THAN AIR/BAL/BLP/DIR   	NONPOWERED                    	                              	                              	Other, Specify                	                    	                    	                    	                    			 
20120523010709A	A	137	   	 	2012	05	23	20120523	1240	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	204289	01070	 	 	 	 	8421V	ROCKWE	S-2R        	      	        	  	REST	8778 	* 	  	P&W   	R1340 S3H1-G 	R1340 	        	  	     	GL	GL27	SD	HOWARD         	HOWARD MUNI                   		8D9 																8D9 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120630				20170531	03	N						382  		5    	4751 				ON 05/23/2012 AT 12:30 PM A THRUSH S-2R  (N8421V) OWNED BY EAST RIVER AIR SPRAY LLC. WAS INVOLVED IN AN INCIDENT/EM	EAST RIVER AIR SPRAY LLC      	  	JTYG	           	  	    	      	                    	61	 	 	 	  	 	 	 	  	TC	S	 	   	 	 	 	 	 	 	COMMERCIAL PILOT    	                    	                    	                    	                    	6120                	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20120524010689I	I	091	   	 	2012	05	24	20120524	1145	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	204287	01068	 	 	 	 	731PD	CESSNA	P210N       	      	        	  	STRD	2716 	* 	  	CONT M	TSIO-520 SER 	      	        	  	     	CE	CE07	KS	FORT SCOTT     			FSK 																FSK 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120630				20170531	01	N						210  		13   	1500 				ON MAY 24, 2012, AT APPROXIMATELY 1145 LOCAL TIME (1645 UTC), A PRIVATE PILOT WAS INVOLVED IN AN AIRCRAFT INCIDENT 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120524010959A	A	091	   	 	2012	05	24	20120524	1300	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	204314	01095	 	 	 	 	11428	CESSNA	150L        	      	        	  	STRD	4200 	* 	  	CONT M	0-200 SERIES 	      	        	  	     	WP	WP17	CA	TULARE         																								2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120707				20170531	XX	Y						76   		15   	50   				ON MAY 24, 2012 STUDENT PILOT ^PRIVACY DATA OMITTED^ DEPARTED VISALIA MUNICIPAL AIRPORT (VIS) VISALIA CA AT APPROXI	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	S	 	   	 	 	 	 	 	 	STUDENT             	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120526010729A	A	091	   	 	2012	05	26	20120526	0800	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	204291	01072	 	 	 	 	5258Y	CESSNA	172S        	      	        	  	STRD		* 	  	LYCOMI	IO-360-L2A   	      	        	  	     	CE	CE07	KS	FT SCOTT       	FORT SCOTT MUNI               		FSK 																FSK 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120630				20170531	XX	Y						26   		26   	26   				THE STUDENT PILOT WAS ON HIS FIRST SOLO CROSS COUNTRY FLIGHT FROM OLATHE, KS, JOHNSON COUNTY EXECUTIVE AIRPORT (OJC	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	S	 	   	 	 	 	 	 	 	STUDENT             	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120525010699A	A	091	   	 	2012	05	25	20120525	0800	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	204288	01069	 	 	 	 	73743	CESSNA	172N        	      	        	  	STRD		* 	  	LYCOMI	0-320 SERIES 	      	        	  	     	CE	CE07	KS	WICHITA        	JABARA AIRPORT                		AAO 			37 44N	97 13W												AAO 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120630				20170531	F3	N						1356 		83   	3855 				THE FLIGHT INSTRUCTOR AND STUDENT PILOT WERE PRACTICING TOUCH AND GO LANDINGS ON RUNWAY 36 AT JABARA AIRPORT (AAO).	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	S	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120605011719I	I	121	   	 	2012	06	05	20120605	2000	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	204390	01171	 	 	 	 	704DK	BOEING	777-232LR   	      	        	  	    		* 	  	GE    	GE90-110B1   	      	        	  	     	SO	SO27	ZZ	DUBAI          			DXB 																DXB 					284	269	0 	0 	4 	0 	0 	11	1 	0 	0 	0 	0 	0 	0  	1  	20120718			20120717	20120824		N													A FLIGHT ATTENDANT ON DELTA AIR LINES FLIGHT 007, DBX-ATL, ON 6/5/12, WAS EXITING THE CREW REST FACILITY AND TWISTE	DELTA AIR LINES               	  	DALA	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	N	 	   	 	 	 	 	 	 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20120606010599A	A	091	   	 	2012	06	06	20120606	0945	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	204278	01059	 	 	 	 	3431A	PIPER 	PA-22-135   	      	        	  	STRD	3784 	* 	  	LYCOMI	0-290 SERIES 	      	        	  	     	GL	GL09	MI	BANGOR         																								1  	0  	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	1  	20120629				20170630	01	N						1800 		20   	5000 				PILOT HAD MADE A PRECAUTIONARY LANDING IN A FIELD THE PRIOR DAY DUE TO A POWER LOSS.  EXAMINATION REVEALED THE GASC	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120608011729I	I	091	   	 	2012	06	08	20120608	1820	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	204391	01172	 	 	 	 	66977	CESSNA	152         	      	        	  	STRD	2947 	* 	  	LYCOMI	0-235 SERIES 	      	        	  	     	EA	EA17	NJ	LAKEWOOD       	LAKEWOOD                      		N12 														DRY		N12 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120718				20170630	XX	Y						72   		2    	72   				ON FOURTH SOLO LANDING AT HOME BASE, THE STUDENT PILOT LANDING RUNWAY 24 AT LAKEWOOD AIRPORT (N12), APPEARED TO LAN	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LT	M	 	   	 	 	 	 	 	 	STUDENT             	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Touchdown  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120621011739A	A	091	   	 	2012	06	21	20120621	0800	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	204392	01173	 	 	 	 	53WE 	EDSON 	PIETENPOL AI	      	        	  	EXPT	5    	* 	  	      	             	      	        	  	     	CE	CE05	MO	HOLLISTER      	M. GRAHAM CLARK DOWNTOWN AIRPO		PLK 																PLK 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120718				20170630	01	N						4    		10   	915  				DURING THE LANDING ROLLOUT ON RUNWAY 12 AT PLK, THE AMATEUR-BUILT AIRCRAFT DRIFTED TO THE RIGHT.  THE PILOT STATED 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
20120702011759A	A	091	   	 	2012	07	02	20120702	1930	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	204394	01175	 	 	 	 	182EV	EVEKTO	SPORTSTAR PL	      	        	  	    	1615 	* 	  	ROTAX 	912ULS       	      	        	  	     	EA	EA13	PA	LANCASTER      			LNS 																LNS 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120718				20170731	01	N						12   		9    	130  				BEGAN TAKE-OFF ROLL ON RUNWAY 31. AIRCRAFT LIFTED OFF 4-5' IN ALTITUDE AND CANOPY OPENED. PILOT ATTEMPTED TO CLOSE 	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TR	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Rotation   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120526011119A	A	091	   	 	2012	05	26	20120526	1430	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	204330	01111	 	 	 	 	7093F	CESSNA	150F        	      	        	  	MULT		* 	  	LYCOMI	0-320 SERIES 	UNKNOW	        	  	     	WP	WP09	CA	SAN DIEGO      			KSEE																KSEE					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120707				20181231	F3	N													N7093F DURING A BANNER TOW OPERATION THE PILOT REPORTED A ENGINE ISSUE AND MADE AN EMERGENCY LANDING INTO THE SAN D	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	CR	D	 	   	 	 	 	 	 	 	COMM PILOT FLIGHT IN	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Cruise/Level Flight 	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120607010519A	A	091	   	 	2012	06	07	20120607	1615	9	 	 	 	 	 	 	   	1L71	1	L	7	1 	3O  	 	 	TR	  	  	204270	01051	 	 	 	 	18012	BEECH 	77          	      	        	  	STRD	4620 	* 	  	LYCOMI	0-235 SERIES 	      	        	  	     	GL	GL27	SD	CLARK          	CLARK COUNTY AIRPORT          		8D7 			44 53N	97 42W												8D7 					2  	1  	0 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0  	2  	20120629				20170630	01	N						12   		5    	540  				PILOT AND PASSENGER WERE ON CROSS COUNTRY TRIP FROM PIERRE, SD TO MORRIS, MN.  PILOT SAID LEFT FUEL GUAGE SHOWED NE	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LA	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Approach   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-LOW WING            	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120607010549A	A	121	   	 	2012	06	07	20120607	1216	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	204273	01054	 	 	 	 	936UW	BOEING	757-2B7     	      	        	  	STRD	59231	* 	  	ROLLS-	RB.211 SERIES	      	        	  	     	EA	EA17	NJ	ATLANTIC CITY  																								185	178	0 	0 	2 	0 	0 	5 	3 	0 	0 	0 	0 	0 	0  	3  	20120629				20170630	09	N						275  		195  	21300				DURING DESCENT INTO PHILADELPHIA INTERNATIONAL AIRPORT, THE FLIGHT ENCOUNTERED MODERATE TURBULENCE WHILE DESCENDING	US AIRWAYS                    	  	USAA	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	EX	N	 	   	 	 	 	 	 	 	AIRLINE TRANSPORT   	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Descent             	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120608010479A	A	091	   	 	2012	06	08	20120608	1650	9	 	 	 	 	 	 	   	1H71	1	H	7	1 	3O  	 	 	TR	  	  	204266	01047	 	 	 	 	698SP	CESSNA	172S        	      	        	  	STRD	3670 	* 	  	LYCOMI	I0360 SER    	      	        	  	     	NM	NM09	OR	BEND           	BEND MUNICIPAL                	16  	BND 			44 05N	12112W										DRY		BND 					2  	1  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120629				20170630	01	N						106  		9    	254  				WHILE LANDING AT BEND MUNI AIRPORT (BND) RUNWAY 16, WINDS 220-12 KNOTS REPORTED, THE PILOT HAD TO SLIP AIRCRAFT WIT	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	LR	S	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Landing: Rollout    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	UNDER 12501 LBS               	MONOPLANE-HIGH WING/PARA WING 	POWERED                       	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120608010611I	I	091	   	 	2012	06	08	20120608	1330	G	 	 	 	 	 	 	   	    	 	 	 		    	 	 	TR	  	  	204280	01061	 	 	 	 	944BM	TL ULT	STING S3    	      	        	  	    	336  	* 	  	ROTAX 	912ULS       	      	        	  	     	GL	GL13	WI	REEDSBURG      			C35 			43 32N	89 59W												C35 					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120629				20170913	01	N						330  		10   	1860 				JUNE 8, 2012 AT 1330 CST N944BM A SLSA STING SPORT S3 WAS PREPAREING FOR FLIGHT. AFTER STARTING THE ENGINE THE ENGI	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	GR	M	 	   	 	 	 	 	 	 	PRIVATE PILOT       	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Ground/Ramp/Ma      	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Tricycle              	                    	                    	                    	                    			 
20120609010459A	A	091	   	 	2012	06	09	20120609	1550	9	 	 	 	 	 	 	   	    	 	 	 		    	 	 	CV	  	  	204264	01045	 	 	 	 	34BJ 	BIRCHL	EAGLE 540   	      	        	  	EXPT	80   	* 	  	LYCOMI	IO-540-C4B5  	      	        	  	     	GL	GL11	IN	KOKOMO         			KOKK																KOKK					1  	0  	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0  	0  	20120629				20170905	F9	N						40   		40   	10000				ON SATURDAY, JUNE 9, 2012 PILOT ^PRIVACY DATA OMITTED^ WAS PERFORMING AT AN AIR SHOW FOR THE WINGS AND WHEELS AIR S	N/A                           	  	    	           	  	    	      	                    	  	 	 	 	  	 	 	 	  	TC	S	 	   	 	 	 	 	 	 	A/LINE TRANSPORT PLT	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	Takeoff: Climb Out  	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                    	                              	                              	                              	                              	                              	Wheeled-Conventional          	                    	                    	                    	                    			 
