make,year,defects_per_tail,rel_rate,bracket
PIPER,2013,1.9375,1.0153743315508021,medium
PIPER,2014,1.8625954198473282,0.9761195248397763,medium
PIPER,2015,2.0392156862745097,1.0686798783684597,medium
PIPER,2016,1.4726027397260273,0.7717383341879716,low
PIPER,2017,1.5793650793650793,0.8276886512180629,low
PIPER,2018,1.3306451612903225,0.6973434535104364,low
PIPER,2019,1.4266666666666667,0.7476648841354724,low
PIPER,2020,1.0705882352941176,0.5610569361434413,low
PIPER,2021,1.3106796116504855,0.6868802242874202,low
PIPER,2022,1.4132231404958677,0.7406196137358023,low
PIPER,2023,1.5391304347826087,0.8066031155545222,low
PIPER,2024,1.2907801418439717,0.6764516251374825,low
PIPER,2025,1.3015873015873016,0.6821152703505645,low
PIPER,2026,1.4523809523809523,0.7611408199643493,low
SAAB,2000,4.637860082304527,1.394091537510005,high
SAAB,2001,5.271028037383178,1.584415107504177,high
SAAB,2002,3.553921568627451,1.068271119842829,medium
SAAB,2003,3.326797385620915,1.0,medium
SAAB,2004,5.277027027027027,1.586218340147613,high
SAAB,2005,4.395161290322581,1.3211388554407757,high
SAAB,2006,6.008,1.8059410609037327,high
SAAB,2007,4.145161290322581,1.2459915077001078,high
SAAB,2008,2.854368932038835,0.8579930188643257,medium
SAAB,2009,2.6029411764705883,0.7824165029469548,low
SAAB,2010,3.7746478873239435,1.1346191095492404,high
SAAB,2011,4.344262295081967,1.3058391574607877,high
SAAB,2012,2.441860465116279,0.733997350025129,low
SAAB,2013,2.630434782608696,0.7906807892713761,low
SAAB,2014,2.6666666666666665,0.8015717092337916,low
SAAB,2015,4.0754716981132075,1.2250435556214552,high
SAAB,2016,4.044444444444444,1.2157170923379175,high
SAAB,2017,2.888888888888889,0.868369351669941,medium
SAAB,2018,3.5348837209302326,1.062548544798282,medium
SAAB,2019,4.096774193548387,1.231446859750301,high
SAAB,2020,1.3571428571428572,0.4079427448779119,low
SAAB,2021,1.75,0.5260314341846758,low
SAAB,2022,2.125,0.6387524557956777,low
SAAB,2023,1.8333333333333333,0.5510805500982318,low
SAAB,2024,2.1666666666666665,0.6512770137524557,low
SAAB,2025,1.8,0.5410609037328095,low
SAAB,2026,1.375,0.41331041257367385,low
SNIAS,2000,3.7282608695652173,1.5217391304347825,high
SNIAS,2001,5.891304347826087,2.4046140195208516,high
SNIAS,2002,5.120481927710843,2.089992623555446,high
SNIAS,2003,4.3428571428571425,1.7725947521865886,high
SNIAS,2004,7.230769230769231,2.9513343799058083,high
SNIAS,2005,9.818181818181818,4.007421150278293,high
SNIAS,2006,5.705882352941177,2.3289315726290516,high
SNIAS,2007,3.0,1.2244897959183672,high
SNIAS,2008,2.588235294117647,1.056422569027611,medium
SNIAS,2009,2.727272727272727,1.1131725417439702,medium
SNIAS,2010,2.3125,0.943877551020408,medium
SNIAS,2011,2.769230769230769,1.1302982731554159,high
SNIAS,2012,2.45,1.0,medium
SNIAS,2013,3.423076923076923,1.3971742543171113,high
SNIAS,2014,2.393939393939394,0.9771181199752628,medium
SNIAS,2015,2.617021276595745,1.068171949630916,medium
SNIAS,2016,1.5098039215686274,0.6162464985994397,low
SNIAS,2017,1.25,0.5102040816326531,low
SNIAS,2018,1.3953488372093024,0.5695301376364499,low
SNIAS,2019,1.7837837837837838,0.7280750137892994,low
SNIAS,2020,1.6744186046511629,0.68343616516374,low
SNIAS,2021,1.5185185185185186,0.6198034769463341,low
SNIAS,2022,1.72,0.7020408163265306,low
SNIAS,2023,1.2916666666666667,0.5272108843537415,low
SNIAS,2024,1.6,0.6530612244897959,low
SNIAS,2025,1.4444444444444444,0.5895691609977324,low
SNIAS,2026,1.0,0.4081632653061224,low
STBROS,2000,2.1818181818181817,1.586776859504132,high
STBROS,2001,2.5,1.8181818181818181,high
STBROS,2002,2.142857142857143,1.5584415584415583,high
STBROS,2003,4.75,3.4545454545454546,high
STBROS,2004,2.2222222222222223,1.6161616161616161,high
STBROS,2005,1.5,1.0909090909090908,medium
STBROS,2006,1.375,1.0,medium
STBROS,2007,1.4545454545454546,1.0578512396694215,medium
STBROS,2008,1.3333333333333333,0.9696969696969696,medium
STBROS,2009,1.1666666666666667,0.8484848484848485,medium
STBROS,2010,2.5555555555555554,1.8585858585858583,high
STBROS,2011,1.5714285714285714,1.1428571428571428,high
STBROS,2012,1.375,1.0,medium
STBROS,2013,1.3333333333333333,0.9696969696969696,medium
STBROS,2014,1.0,0.7272727272727273,low
STBROS,2015,1.0,0.7272727272727273,low
STBROS,2016,1.0,0.7272727272727273,low
STBROS,2018,1.5,1.0909090909090908,medium
STBROS,2019,1.3333333333333333,0.9696969696969696,medium
STBROS,2020,1.25,0.9090909090909091,medium
STBROS,2021,1.2,0.8727272727272727,medium
STBROS,2022,1.3333333333333333,0.9696969696969696,medium
SWRNGN,2000,4.392857142857143,1.9967532467532467,high
SWRNGN,2001,4.84,2.1999999999999997,high
SWRNGN,2002,3.925925925925926,1.7845117845117844,high
SWRNGN,2003,5.95,2.7045454545454546,high
SWRNGN,2004,4.739130434782608,2.154150197628458,high
SWRNGN,2005,6.0,2.727272727272727,high
SWRNGN,2006,3.8461538461538463,1.7482517482517481,high
SWRNGN,2007,4.5,2.0454545454545454,high
SWRNGN,2008,3.8421052631578947,1.7464114832535884,high
SWRNGN,2009,9.857142857142858,4.48051948051948,high
SWRNGN,2010,3.769230769230769,1.7132867132867131,high
SWRNGN,2011,2.8421052631578947,1.2918660287081338,high
SWRNGN,2012,2.4375,1.1079545454545454,medium
SWRNGN,2013,1.8214285714285714,0.8279220779220778,low
SWRNGN,2014,2.2,1.0,medium
SWRNGN,2015,1.4516129032258065,0.6598240469208211,low
SWRNGN,2016,1.4074074074074074,0.6397306397306397,low
SWRNGN,2017,1.3846153846153846,0.6293706293706293,low
SWRNGN,2018,1.2857142857142858,0.5844155844155844,low
SWRNGN,2019,1.380952380952381,0.6277056277056277,low
SWRNGN,2020,1.2352941176470589,0.5614973262032086,low
SWRNGN,2021,1.3846153846153846,0.6293706293706293,low
SWRNGN,2022,1.1666666666666667,0.5303030303030303,low
SWRNGN,2023,1.2941176470588236,0.5882352941176471,low
SWRNGN,2024,1.3,0.5909090909090908,low
SWRNGN,2025,1.4166666666666667,0.6439393939393939,low
SWRNGN,2026,1.0,0.45454545454545453,low
